Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Viewer,Native,1.71,63,M,None,Sweater,N.I,N.I,None,No,No,None,Standing,112,218,209,342,2
Viewer,Native,1.74,57,M,None,Jacket,N.I,N.I,None,No,No,None,Standing,198,217,296,353,2
Viewer,White,1.68,22,M,None,Jacket,N.I,N.I,None,No,No,None,Standing,297,206,395,344,2
Viewer,White,1.77,24,F,None,Sweater,N.I,N.I,None,No,No,None,Standing,185,111,247,217,2
Viewer,Native,1.70,30,M,None,Sweater,N.I,N.I,None,No,No,None,Standing,13,44,83,177,2
Viewer,Native,1.72,29,M,None,Coat,N.I,N.I,None,No,No,None,Standing,344,34,430,175,2
Viewer,White,1.73,21,M,None,Coat,N.I,N.I,None,No,No,None,Standing,449,7,532,199,2
Viewer,White,1.75,26,M,None,Coat,N.I,N.I,None,No,No,None,Standing,466,110,534,309,2
Viewer,Native,1.76,22,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,35,271,62,346,2
Viewer,Native,1.74,26,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,53,257,90,344,2
Viewer,Black,N.I,48,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,65,242,98,334,2
Viewer,Native,1.69,50,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,90,241,114,319,2
Viewer,Native,1.67,61,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,25,236,48,272,2
Viewer,Black,1.73,41,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,58,215,85,268,2
Viewer,Native,1.67,50,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,82,218,107,281,2
Viewer,White,1.72,36,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,98,213,119,289,2
Viewer,Black,1.68,29,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,111,216,138,301,2
Viewer,Native,1.66,35,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,125,205,153,282,2
Viewer,Native,1.70,32,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,20,197,47,274,2
Viewer,White,1.74,28,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,36,204,57,265,2
Viewer,White,1.70,45,F,None,T-shirt,Pants,N.I,None,No,No,None,Standing,75,197,90,255,2
Viewer,Native,1.76,47,F,None,Sweater,Shorts,N.I,None,No,No,None,Standing,86,193,104,258,2
Law Officer,Native,1.73,35,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,104,188,115,257,4
Law Officer,Black,1.70,28,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,113,179,144,264,4
Law Officer,Black,1.70,27,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,146,174,173,259,4
Law Officer,White,1.68,28,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,136,156,174,214,4
Viewer,Black,1.58,26,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,162,226,182,263,2
Viewer,White,1.73,30,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,176,224,206,273,2
Viewer,Native,1.69,32,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,199,242,236,293,2
Viewer,Native,1.67,27,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,216,226,249,273,2
Viewer,White,1.65,38,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,240,204,262,284,2
Viewer,White,1.68,27,M,Cap,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,255,238,279,288,2
Viewer,Black,1.68,33,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,272,249,295,295,2
Viewer,Native,1.73,41,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,274,325,312,353,2
Viewer,Native,1.70,43,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,286,239,303,272,2
Viewer,Native,1.68,32,F,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,302,240,329,276,2
Viewer,Native,1.70,35,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,326,240,356,266,2
Viewer,Native,1.73,30,F,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,356,247,386,298,2
Viewer,N.I,1.68,20,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,371,234,394,265,2
Viewer,N.I,1.70,25,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,395,235,426,291,2
Viewer,White,1.70,21,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,197,204,216,224,2
Viewer,White,1.68,19,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,217,189,245,260,2
Viewer,Black,1.75,16,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,235,176,249,235,2
Viewer,White,1.69,19,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,247,175,271,203,2
Law Officer,Black,1.72,32,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,278,186,309,240,4
Law Officer,Black,1.70,36,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,315,185,335,233,4
Viewer,Black,1.64,45,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,335,180,367,227,2
Viewer,N.I,1.72,19,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,367,193,384,238,2
Viewer,N.I,1.74,22,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,388,195,410,238,2
Viewer,Black,1.68,29,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,412,203,440,275,2
Viewer,Black,1.66,29,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,424,202,454,266,2
Viewer,Native,1.70,26,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,426,175,457,240,2
Viewer,Native,1.70,29,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,391,171,415,205,2
Viewer,Native,1.71,41,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,375,164,385,188,2
Viewer,Black,1.70,39,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,338,156,359,177,2
Viewer,Black,1.69,37,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,277,145,306,174,2
Viewer,White,1.70,54,F,Cap,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,248,147,265,175,2
Viewer,White,1.71,51,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,170,153,204,208,2
Viewer,Native,1.70,23,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,193,140,226,214,2
Viewer,Native,1.76,18,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,218,135,244,199,2
Viewer,White,1.72,19,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,231,127,263,179,2
Viewer,N.I,1.75,26,F,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,217,58,242,103,2
Viewer,N.I,1.73,23,F,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,216,103,238,144,2
Viewer,N.I,1.73,25,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,255,88,271,136,2
Viewer,White,1.80,18,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,270,63,297,123,2
Viewer,White,1.72,17,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,282,97,299,149,2
Viewer,Native,1.73,19,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,290,84,306,123,2
Law Officer,Native,1.68,27,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,314,87,339,132,4
Law Officer,Native,1.72,33,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,342,88,357,129,4
Viewer,White,1.71,21,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,351,115,374,155,2
Viewer,Native,1.69,26,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,365,127,386,164,2
Viewer,N.I,1.75,27,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,384,80,398,104,2
Viewer,White,1.78,22,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,367,75,385,99,2
Viewer,Native,1.70,26,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,361,87,380,119,2
Viewer,White,1.68,48,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,395,95,413,140,2
Viewer,Native,1.72,34,F,None,T-shirt,Pants,N.I,None,No,No,None,Standing,408,94,436,146,2
Viewer,Native,1.70,29,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,4,287,38,352,2
Viewer,Native,1.68,18,F,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,438,92,457,131,2
Viewer,Black,1.75,26,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,451,117,479,166,2
Viewer,Native,1.70,57,F,None,Sweater,Pants,N.I,None,No,No,None,Standing,479,136,512,210,2
Viewer,Native,1.72,22,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,506,99,531,159,2
Viewer,Black,1.66,24,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,407,67,430,101,2
Viewer,Black,1.68,30,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,433,71,453,100,2
Viewer,Native,1.75,29,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,449,75,476,122,2
Law Officer,Native,1.73,27,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,469,77,498,128,4
Law Officer,Black,1.70,29,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,339,51,365,87,4
Viewer,Native,1.67,19,F,None,Sweater,Jeans,N.I,None,No,No,None,Standing,392,44,410,87,2
Viewer,Black,1.72,18,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,410,47,433,86,2
Viewer,Black,1.70,19,F,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,461,62,510,123,2
Viewer,Native,1.73,19,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,176,68,196,94,2
Law Officer,Native,1.70,46,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,142,93,165,141,4
Law Officer,Black,1.69,37,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,114,103,145,144,4
Viewer,White,1.70,20,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,106,75,132,119,2
Viewer,Native,1.65,26,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,97,82,114,127,2
Viewer,Black,1.68,24,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,39,89,50,124,2
Viewer,White,1.70,26,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,59,73,101,135,2
Viewer,Native,1.69,23,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,94,60,125,89,2
Viewer,Black,1.72,22,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,128,52,150,85,2
Viewer,Black,1.71,22,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,248,29,274,82,2
Viewer,Native,1.66,47,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,273,31,287,76,2
Law Officer,Native,1.68,50,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,293,33,316,84,4
Viewer,Native,1.67,36,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,306,28,327,97,2
Viewer,Native,1.70,39,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,4,327,18,360,2
Viewer,Native,1.80,19,M,Cap,T-shirt,Jeans,N.I,None,No,No,None,Standing,18,323,33,360,2
Viewer,Native,1.75,32,M,Cap,Sports T-shirt,Jeans,N.I,None,No,No,None,Standing,43,329,74,359,2
Viewer,Native,1.73,19,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,86,332,114,356,2
Viewer,Black,1.72,22,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,105,332,125,352,2
Viewer,Native,1.68,27,M,None,Sports T-shirt,Jeans,N.I,None,No,No,None,Standing,133,318,157,358,2
Viewer,Native,1.70,30,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,22,257,40,301,2
Viewer,White,1.75,28,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,44,262,65,297,2
Viewer,Native,1.75,26,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,7,233,28,274,2
Viewer,White,1.79,44,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,30,250,65,293,2
Viewer,White,1.71,46,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,25,210,43,256,2
Viewer,White,1.70,35,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,81,218,104,253,2
Viewer,Native,1.67,52,M,None,Coat,Pants,N.I,None,No,No,None,Standing,115,222,146,276,2
Viewer,Native,1.65,38,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,129,240,168,294,2
Viewer,Native,1.78,25,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,159,245,216,323,2
Viewer,White,1.73,25,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,182,257,218,320,2
Viewer,White,1.80,31,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,190,263,237,323,2
Viewer,Black,1.75,36,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,223,241,254,294,2
Law Officer,Black,1.76,36,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,203,216,218,263,4
Viewer,Black,1.71,34,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,133,190,147,223,2
Viewer,Native,1.75,44,M,Cap,Coat,Pants,N.I,None,No,No,None,Standing,77,192,95,225,2
Viewer,Native,1.67,50,F,Cap,Sweater,Pants,N.I,None,No,No,None,Standing,95,187,113,230,2
Law Officer,Black,1.68,33,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,126,190,149,227,4
Law Officer,White,1.73,29,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,133,188,164,245,4
Law Officer,White,1.75,30,M,Helmet,Sweater,Jeans,N.I,None,No,Other,None,Standing,186,200,207,230,4
Viewer,Native,1.70,45,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,189,191,198,216,2
Viewer,Black,1.72,26,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,166,185,171,216,2
Viewer,Native,1.70,35,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,177,179,177,211,2
Viewer,Native,1.76,39,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,185,173,192,203,2
Viewer,Native,1.64,46,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,138,151,142,181,2
Viewer,White,1.70,26,F,None,Sports T-shirt,Jeans,N.I,None,No,No,None,Standing,150,156,158,194,2
Viewer,White,1.72,26,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,163,164,166,194,2
Viewer,Black,1.73,30,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,79,153,95,192,2
Viewer,Black,1.80,28,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,61,180,72,210,2
Viewer,Native,1.65,27,M,None,Coat,Pants,N.I,None,No,No,None,Standing,42,158,51,204,2
Viewer,N.I,1.63,30,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,47,162,62,205,2
Law Officer,Native,1.68,28,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,23,154,37,182,4
Law Officer,Native,1.75,34,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,35,118,51,162,4
Law Officer,Native,1.81,35,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,20,120,33,167,4
Law Officer,Native,1.66,35,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,53,115,74,168,4
Law Officer,Native,1.64,37,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,120,122,137,174,4
Law Officer,Native,1.70,48,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,97,113,108,148,4
Law Officer,Native,1.78,49,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,96,103,107,148,4
Viewer,Black,1.75,19,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,91,86,104,148,2
Viewer,Asian,1.70,22,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,71,93,85,142,2
Viewer,Native,1.83,35,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Standing,65,77,83,113,2
Viewer,Black,1.76,18,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,56,68,76,110,2
Viewer,Black,1.67,22,M,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,49,75,64,110,2
Viewer,Black,1.67,26,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,10,95,27,141,2
Viewer,Native,1.70,30,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,40,64,62,108,2
Viewer,Black,1.77,34,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,18,64,42,118,2
Viewer,Black,1.80,34,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,8,61,16,91,2
Viewer,Native,1.80,26,M,Cap,T-shirt,Pants,N.I,None,No,No,None,Standing,117,76,138,116,2
Viewer,Black,1.68,29,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,139,85,153,115,2
Law Officer,Native,1.82,50,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,154,88,163,135,4
Law Officer,Native,1.73,31,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,172,86,188,118,4
Law Officer,White,1.75,38,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,182,99,202,133,4
Viewer,Black,1.71,30,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,194,109,206,144,2
Viewer,Native,1.82,26,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,206,124,216,159,2
Viewer,Native,1.75,19,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,228,127,243,163,2
Viewer,White,1.71,42,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,235,128,255,164,2
Viewer,White,1.77,45,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,203,93,230,126,2
Viewer,Native,1.70,37,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,171,60,189,89,2
Viewer,Native,1.65,38,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,273,151,287,185,2
Viewer,Native,1.73,26,M,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,266,177,287,208,2
Viewer,White,1.71,28,F,None,Sports T-shirt,Pants,N.I,None,No,No,None,Standing,284,180,302,215,2
Viewer,Native,1.80,28,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,243,232,254,262,2
Viewer,White,1.75,19,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,250,245,274,282,2
Viewer,White,1.73,23,M,Cap,Sweater,Shorts,N.I,None,No,No,None,Standing,273,244,281,279,2
Law Officer,Native,1.72,46,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,255,324,269,347,4
Law Officer,White,1.68,47,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,240,327,257,354,4
Law Officer,Black,1.70,37,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,279,319,297,348,4
Law Officer,Native,1.75,34,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,312,324,319,348,4
Law Officer,Native,1.75,33,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,294,223,317,263,4
Law Officer,Black,1.79,33,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,327,216,350,267,4
Law Officer,Native,1.71,51,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,319,193,342,234,4
Law Officer,Native,1.70,39,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,307,180,320,206,4
Viewer,Native,1.67,27,M,None,Coat,Jeans,N.I,None,No,No,None,Standing,331,185,345,223,2
Viewer,White,1.65,34,M,Cap,Sweater,Jeans,N.I,None,No,No,None,Standing,351,201,368,229,2
Viewer,Native,1.78,35,M,Cap,T-shirt,Jeans,N.I,None,No,No,None,Standing,358,198,379,236,2
Viewer,White,1.73,30,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,369,210,385,239,2
Viewer,Native,1.80,18,F,None,T-shirt,Jeans,N.I,None,No,No,None,Standing,391,199,401,226,2
Viewer,Native,1.75,17,M,None,Sweater,Shorts,N.I,None,No,No,None,Standing,396,203,407,230,2
Viewer,Native,1.73,22,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,423,204,441,235,2
Viewer,Native,1.75,29,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,269,69,288,112,2
Viewer,Black,1.78,26,M,None,T-shirt,Pants,N.I,None,No,No,None,Standing,276,78,288,118,2
Viewer,White,1.79,23,M,None,Sweater,Pants,N.I,None,No,No,None,Standing,302,73,313,107,2
Viewer,Black,1.71,36,M,Cap,Coat,Shorts,N.I,None,No,No,None,Standing,315,77,330,117,2
Viewer,Black,1.66,35,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,319,77,336,120,2
Viewer,Black,1.68,42,M,Cap,Sweater,Shorts,N.I,None,No,No,None,Standing,341,94,362,126,2
Viewer,Native,1.70,45,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Standing,444,183,455,219,2
Viewer,Black,1.65,46,M,None,Sweater,Jeans,N.I,None,No,No,None,Standing,474,273,484,310,2
Law Officer,Black,1.73,35,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,88,57,123,179,4
Law Officer,Native,1.70,34,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,113,71,132,189,4
Law Officer,Native,1.68,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,125,74,153,189,4
Law Officer,Native,1.70,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,154,90,179,217,4
Law Officer,Black,1.73,27,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,174,94,195,211,4
Law Officer,Black,1.68,36,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,185,115,220,237,4
Law Officer,Black,1.70,42,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,226,118,245,250,4
Law Officer,White,1.70,45,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,238,135,285,262,4
Law Officer,Black,1.68,51,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,308,133,345,256,4
Law Officer,Native,1.75,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,289,110,312,238,4
Law Officer,Native,1.69,38,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,274,104,304,220,4
Law Officer,White,1.72,36,F,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,243,106,274,210,4
Law Officer,White,1.70,29,F,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,237,86,262,187,4
Law Officer,Black,1.64,26,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,212,77,231,194,4
Law Officer,Native,1.72,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,194,62,212,169,4
Law Officer,White,1.74,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,242,49,255,155,4
Law Officer,Native,1.68,31,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,262,66,281,172,4
Law Officer,Black,1.66,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,286,62,315,177,4
Law Officer,White,1.70,39,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,313,81,335,199,4
Law Officer,White,1.70,46,F,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,336,94,359,205,4
Law Officer,White,1.71,51,M,Helmet,Sweater,Pants,N.I,None,No,Other,None,Standing,348,112,381,239,4
Law Officer,Native,1.70,50,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,374,129,416,260,4
Law Officer,Native,1.69,42,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,413,94,447,229,4
Delinquent ,Native,1.70,21,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,238,192,256,225,6
Delinquent ,Native,1.68,22,M,Cap,Sweater,Pants,Sneakers,None,No,Other,None,Moving,263,217,279,247,6
Delinquent ,Native,1.69,23,M,None,Sweater,Pants,Sneakers,None,No,Other,None,Moving,271,186,288,228,6
Delinquent ,Native,1.73,27,M,Cap,Jacket,Pants,Sneakers,None,No,Other,None,Moving,302,206,318,256,6
Delinquent ,Native,1.75,26,M,Cap,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,320,230,339,276,6
Delinquent ,N.I,1.77,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,338,194,352,240,6
Delinquent ,N.I,1.71,19,M,None,Sports T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,309,171,321,195,6
Delinquent ,N.I,1.68,26,M,None,Jacket,Pants,Sneakers,None,No,Other,None,Moving,217,209,256,312,6
Delinquent ,N.I,1.73,23,M,None,Hoodie,Joggers,Sneakers,None,No,Other,None,Moving,316,201,347,298,6
Delinquent ,White,1.75,27,M,None,Jacket,Pants,Sneakers,None,No,Other,None,Moving,252,194,282,300,6
Delinquent ,Native,1.78,25,M,None,Sweater,Shorts,Sneakers,None,No,Other,None,Moving,280,195,303,262,6
Delinquent ,Black,1.69,26,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,171,148,207,248,6
Delinquent ,Black,1.67,19,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,209,146,242,229,6
Viewer,Black,1.71,18,F,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,104,139,121,229,12
Viewer,White,1.72,21,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,133,135,154,225,12
Law Officer,Native,1.80,37,M,None,Jacket,Pants,Boots,None,No,Other,None,Moving,297,140,330,231,12
Delinquent ,White,1.75,32,M,None,Sweater,Joggers,Sneakers,None,No,Other,None,Moving,398,130,437,260,6
Delinquent ,Black,1.77,27,F,None,Sweater,Joggers,Sneakers,None,No,Other,None,Moving,432,127,477,252,6
Viewer,Black,1.71,30,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,95,180,154,292,12
Delinquent ,Native,1.75,25,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,317,186,338,252,3
Delinquent ,Native,1.70,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,364,171,401,263,3
Delinquent ,Native,1.68,21,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,401,174,421,238,3
Delinquent ,Native,1.66,26,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,424,179,441,253,3
Viewer,White,1.72,29,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,140,146,199,292,12
Viewer,Black,1.70,24,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,194,144,252,275,12
Viewer,Native,1.82,19,M,None,T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,404,139,434,217,12
Viewer,Native,1.67,42,M,Tied T-shirt,T-shirt,Pants,N.I,None,No,Other,None,Moving,216,395,298,391,12
Law Officer,White,1.75,38,M,Cap,Shirt,Pants,N.I,None,No,Other,None,Moving,292,348,403,697,12
Viewer,Native,1.71,29,M,None,T-shirt|backpack,Shorts,Sneakers,None,No,Other,None,Moving,680,391,794,703,12
Viewer,Native,1.68,31,M,Cap,T-shirt|backpack,Shorts,Sneakers,None,No,Other,None,Moving,878,404,1015,683,12
Aggressor,Native,1.65,28,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,74,514,245,700,3
